Attraction,latitude,longitude,address,hierarchy,id,Version,Place
Lake Superior,47.723087,-86.940716,86VMP3F5+6P,None,ChIJYXjD7w5CRU0RtRTQhEj3d5w,v1.0.1,United States (Minnesota)
Chess Club & Scholastic Center,38.6447938,-90.26102089999999,"4657 Maryland Ave, St. Louis, MO 63108, USA","Missouri, United States",ChIJza0E3dW02IcR8AsdWw0PrMA,v1.0.0,United States (Missouri)
Glacier National Park,48.7596128,-113.7870225,"Q657+R5 Crystal Point, MT, USA","Montana, United States",ChIJVVVVVRWQaFMR7F3FFSK8Fq8,v1.0.1,United States (Montana)
Yellowstone National Park,46.1480446,-107.4848584,"4GX8+63 Bighorn, MT, USA","Montana, United States",ChIJo4uRSipQT1MRaCTMjSJL29A,v1.0.1,United States (Montana)
Yellowstone National Park,46.1480446,-107.4848584,"4GX8+63 Bighorn, MT, USA","Montana, United States",ChIJo4uRSipQT1MRaCTMjSJL29A,v1.0.0,United States (Montana)
Fly Geyser,40.8594506,-119.3318711,85G2VM59+Q7,None,ChIJUegPmV3Ln4ARWlZeuhKSVNI,v1.0.1,United States (Nevada)
Carlsbad Caverns,32.4203395,-104.2289925,"219 0.5 W Mermod St, Carlsbad, NM 88220, USA","New Mexico, United States",ChIJq4l9v3R544YR26Oiqc5Zu0A,v1.0.1,United States (New Mexico)
White Sands National Monument,32.3823687,-106.4906526,"270 Terrier St, White Sands Missile Range, NM 88002, USA","New Mexico, United States",ChIJhRS61gOf4IYRn2t0VicmuRY,v1.0.0,United States (New Mexico)
Carlsbad Caverns National Park,32.137045,-104.5437529,854Q4FP4+RF,None,ChIJW9e4xBN544YRvbI7vfc91G4,v1.0.0,United States (New Mexico)
White Sands National Park,32.7872403,-106.3256816,854MQMPF+VP,None,ChIJ83IQBwNj4IYRwyC_Z4cY0TY,v1.0.1,United States (New Mexico)
Humans of New York (New York City),40.7177326,-74.0000222,"152 Centre St, New York, NY 10013, USA","New York, United States",ChIJo8iZSIhZwokRtXynbVKJHXI,v1.0.0,United States (New York)
New York City,40.7127753,-74.0059728,"1356 Broadway, New York, NY 10018, USA","New York, United States",ChIJOwg_06VPwokRYv534QaPC8g,v1.0.0,United States (New York)
Watkins Glen Waterfall,42.3672123,-76.901592,"938X+V9 Watkins Glen, NY, USA","New York, United States",ChIJS_CTFgBf0IkR3hZneHJBI38,v1.0.0,United States (New York)
Boundary Trail Spring,43.0684735,-122.2288715,"Boundary Spgs Trl, Oregon, USA","Oregon, United States",ChIJi2WEDvdDxlQR1zNuow-hKpQ,v1.0.0,United States (Oregon)
Oneonta Narrows (Columbia River),45.5792303,-122.0723366,"HWHH+M3 Dodson, OR, USA","Oregon, United States",ChIJy1-kYrTrlVQRwbfABx6W2bw,v1.0.0,United States (Oregon)
Proxy Falls,44.16178559999999,-121.9278256,"536C+PV Belknap Springs, OR, USA","Oregon, United States",ChIJ_-zwLdBQv1QRYNW5J1HOkrk,v1.0.0,United States (Oregon)
Thor’s Well,44.28030649999999,-124.1132247,"7VJP+4P Yachats, OR, USA","Oregon, United States",ChIJRc0DW0CTwVQR5w4lL8IYRbo,v1.0.0,United States (Oregon)
Toketee Falls,43.2633418,-122.4337112,"1000 N Umpqua Hwy, Idleyld Park, OR 97447, USA","Oregon, United States",ChIJqcmHHmf2xlQRVnvTLStxGiw,v1.0.0,United States (Oregon)
Angel Oak Tree,32.7170636,-80.0804319,"3688 Angel Oak Rd, Johns Island, SC 29455, USA","South Carolina, United States",ChIJpVjSesZ__ogRq80pbIS1r8I,v1.0.1,United States (South Carolina)
Mount Rushmore,43.9492343,-103.3684019,"13420 US-16, Rapid City, SD 57702, USA","South Dakota, United States",ChIJX8I8FTlPfYcRYVfbU9FGLYc,v1.0.1,United States (South Dakota)
Badlands National Park,43.8553804,-102.3396912,85MVVM46+54,None,ChIJIyAFGAyHfocR8Hfm2jFeaGk,v1.0.1,United States (South Dakota)
Great Smoky Mountains,35.6531943,-83.5070203,"MF3V+75 Gatlinburg, TN, USA","Tennessee, United States",ChIJPTRyEx5SWYgR43xpB4asTqA,v1.0.1,United States (Tennessee)
Great Smoky Mountains,35.6531943,-83.5070203,"MF3V+75 Gatlinburg, TN, USA","Tennessee, United States",ChIJPTRyEx5SWYgR43xpB4asTqA,v1.0.1,United States (Tennessee)
Great Smoky Mountains,35.6531943,-83.5070203,"MF3V+75 Gatlinburg, TN, USA","Tennessee, United States",ChIJPTRyEx5SWYgR43xpB4asTqA,v1.0.1,United States (Tennessee)
Great Smoky Mountains,35.6531943,-83.5070203,"MF3V+75 Gatlinburg, TN, USA","Tennessee, United States",ChIJPTRyEx5SWYgR43xpB4asTqA,v1.0.1,United States (Tennessee)
Hamilton Pool,30.3423294,-98.1271142,"24300 Hamilton Pool Rd, Dripping Springs, TX 78620, USA","Texas, United States",ChIJG2GFOCI-W4YR10314G3umVQ,v1.0.0,United States (Texas)
Hamilton Pool Preserve (Austin),30.3423832,-98.1269025,"24300 Hamilton Pool Rd, Dripping Springs, TX 78620, USA","Texas, United States",ChIJ41BQe7I_W4YRlM-AqFBCxdg,v1.0.0,United States (Texas)
Hotel Emma (San Antonio),29.4430099,-98.48089879999999,"136 E Grayson St, San Antonio, TX 78215, USA","Texas, United States",ChIJoyKRhPb1XIYR1-Fl-fWKc8k,v1.0.0,United States (Texas)
San Antonio Zoo (San Antonio),29.4635835,-98.4725926,"3903 N St Mary's St, San Antonio, TX 78212, USA","Texas, United States",ChIJjWXd2Jr1XIYRpMJb_WLe1Ck,v1.0.0,United States (Texas)
Amangiri Resort (Grand Canyon National Park),37.0146225,-111.6111213,"1 Kayenta Rd, Canyon Point, UT 84741, USA","Utah, United States",ChIJq-qcNtwhNYcRazgIZDEKTIc,v1.0.0,United States (Utah)
Amangiri Resort (Grand Canyon National Park),37.0146225,-111.6111213,"1 Kayenta Rd, Canyon Point, UT 84741, USA","Utah, United States",ChIJq-qcNtwhNYcRazgIZDEKTIc,v1.0.0,United States (Utah)
Angel's Landing,37.2690326,-112.9468989,"7393+J6 Springdale, UT, USA","Utah, United States",ChIJl-HkPdbDyoAR7ldzEx96zMc,v1.0.1,United States (Utah)
Angel’s Landing,37.2690326,-112.9468989,"7393+J6 Springdale, UT, USA","Utah, United States",ChIJl-HkPdbDyoAR7ldzEx96zMc,v1.0.0,United States (Utah)
Bryce Amphitheater,37.6263719,-112.1507496,"JRGX+GP Tropic, UT, USA","Utah, United States",ChIJ0UcTwS5pNYcRoAQYKrS5-Wk,v1.0.1,United States (Utah)
Bryce Canyon Hoodoos,37.5930377,-112.1870895,"HRV7+65 Tropic, UT, USA","Utah, United States",ChIJLevDAsZrNYcRBm2svvvY6Ws,v1.0.1,United States (Utah)
Bryce Canyon Stargazing,37.6404299,-112.169587,"JRRJ+55 Bryce Canyon City, UT, USA","Utah, United States",ChIJj77zXuhoNYcRkQ-6U1IoflQ,v1.0.1,United States (Utah)
Escalate,37.7702663,-111.602119,"95 W Main St, Escalante, UT 84726, USA","Utah, United States",ChIJnwWwdcGRNYcR48rATudGkQQ,v1.0.0,United States (Utah)
Goblin Valley State Park,38.5758115,-110.7142821,"Goblin Valley State Pk, Green River, UT 84525, USA","Utah, United States",ChIJE5_GXOCXSYcRMA1uolF2IcE,v1.0.0,United States (Utah)
Goblin Valley State Park,38.5758115,-110.7142821,"Goblin Valley State Pk, Green River, UT 84525, USA","Utah, United States",ChIJE5_GXOCXSYcRMA1uolF2IcE,v1.0.0,United States (Utah)
The Narrows,37.3050051,-112.9491162,"The Narrows Bottom Up, Springdale, UT 84767, USA","Utah, United States",ChIJU1EkyQbByoARkXgJXnvk15w,v1.0.1,United States (Utah)
The Narrows (Zion National Park),37.3050051,-112.9491162,"The Narrows Bottom Up, Springdale, UT 84767, USA","Utah, United States",ChIJU1EkyQbByoARkXgJXnvk15w,v1.0.0,United States (Utah)
The Wave,37.0424291,-112.5121828,"745 US-89, Kanab, UT 84741, USA","Utah, United States",ChIJ8bJhKKTxNIcRnZhYqMsxem4,v1.0.1,United States (Utah)
Zion Angel's Landing,37.2690326,-112.9468989,"7393+J6 Springdale, UT, USA","Utah, United States",ChIJl-HkPdbDyoAR7ldzEx96zMc,v1.0.1,United States (Utah)
Zion Narrows,37.3050051,-112.9491162,"The Narrows Bottom Up, Springdale, UT 84767, USA","Utah, United States",ChIJU1EkyQbByoARkXgJXnvk15w,v1.0.1,United States (Utah)
Arches National Park,38.7328166,-109.5746222,85CGPCMG+45,None,ChIJUaoNhhr2yoARlcQo0WnqQk8,v1.0.1,United States (Utah)
Canyonlands National Park (White Rim Trail),38.2135733,-109.9025345,85CG637W+CX,None,ChIJqaYYRe7hR4cRquYCxalSpBU,v1.0.0,United States (Utah)
Dead Horse State Park,38.5054267,-109.7294241,85CGG74C+56,None,ChIJmWMPEXUSSIcRTLkqeG0ZK-4,v1.0.0,United States (Utah)
Grand Staircase-Escalante,37.4608765,-111.5943485,859CFC64+97,None,ChIJc7TW24SkNYcR6Ei4zga94io,v1.0.1,United States (Utah)
Lenticular Clouds (Mt. Rainier National Park),46.8671484,-121.6998559,"V882+V3 Sunrise, WA, USA","Washington, United States",ChIJh0vJ7ubNkFQRGKSRT_uh9Fw,v1.0.0,United States (Washington)
Mount Rainier National Park,46.8671484,-121.6998559,"V882+V3 Sunrise, WA, USA","Washington, United States",ChIJh0vJ7ubNkFQRGKSRT_uh9Fw,v1.0.1,United States (Washington)
Mount Rainier Wildflower Meadows,46.8671484,-121.6998559,"V882+V3 Sunrise, WA, USA","Washington, United States",ChIJh0vJ7ubNkFQRGKSRT_uh9Fw,v1.0.1,United States (Washington)
Mt. Rainier National Park,46.85230749999999,-121.7603229,"V62Q+WV Sunrise, WA, USA","Washington, United States",ChIJ-2AI95PRkFQRB7fWeuFPXls,v1.0.0,United States (Washington)
Seattle,47.6061389,-122.3328481,"398 Madison St, Seattle, WA 98154, USA","Washington, United States",ChIJVTPokywQkFQRmtVEaUZlJRA,v1.0.0,United States (Washington)
Alpine Lakes Wilderness,47.5795986,-121.0895919,84VWHWH6+R5,None,ChIJua0c28pfmlQRnT2-EjsL8fM,v1.0.0,United States (Washington)
Mount Saint Helens,46.19140059999999,-122.1955508,84RV5RR3+HQ,None,ChIJkSaKVlaZllQRx5TPtvS03Wk,v1.0.1,United States (Washington)
Olympic National Park,47.750087,-123.7510225,84VRQ62X+2H,None,ChIJL-50s5Q9jlQRwYNoMogQxbg,v1.0.0,United States (Washington)
The Enchantments (Alpine Lakes Wilderness),47.4785403,-120.8192443,84VXF5HJ+C8,None,ChIJ8cCD3mBEmlQR2QZU7buEI4A,v1.0.0,United States (Washington)
Alpine Valley Music Theatre,42.7380042,-88.43384999999999,"W2699 Co Hwy D, Elkhorn, WI 53121, USA","Wisconsin, United States",ChIJ7Vj7pACUBYgRkOOjz7pjkEM,v1.0.0,United States (Wisconsin)
Devil's Tower,44.5902098,-104.7146168,"H7RP+35 Devils Tower, WY, USA","Wyoming, United States",ChIJOT5U8z8GM1MResed1BOdJKk,v1.0.1,United States (Wyoming)
Devils Tower National Monument,44.5902098,-104.7146168,"H7RP+35 Devils Tower, WY, USA","Wyoming, United States",ChIJOT5U8z8GM1MResed1BOdJKk,v1.0.0,United States (Wyoming)
Grand Teton National Park,43.7904282,-110.6817627,"Q8R9+57 Jenny Lake, WY, USA","Wyoming, United States",ChIJqRtdyZ5RUlMRN6ORzI64oKU,v1.0.1,United States (Wyoming)
Yellowstone National Park,44.4279684,-110.5884542,"CCH6+5J Yellowstone National Park, WY, USA","Wyoming, United States",ChIJxbVfgaQfTlMRa-n8WQ9rYlU,v1.0.1,United States (Wyoming)
Yellowstone National Park,44.4279684,-110.5884542,"CCH6+5J Yellowstone National Park, WY, USA","Wyoming, United States",ChIJxbVfgaQfTlMRa-n8WQ9rYlU,v1.0.0,United States (Wyoming)
Grand Prismatic Spring,44.5250346,-110.8381793,85PFG5G6+2P,None,ChIJSaZVob7rUVMRYYf7yM2d9d8,v1.0.1,United States (Wyoming)
Old Faithful Geyser,44.4604724,-110.8281308,85PFF56C+5P,None,ChIJLUGweBztUVMRyT5pvxeJoNo,v1.0.1,United States (Wyoming)
Angel Falls,5.970125599999999,-62.53621989999999,67QVXFC7+3G,None,ChIJeagwcHG-xo0R598P9osOIXM,v1.0.1,Venezuela
Angel Falls Overflight,5.970125599999999,-62.53621989999999,67QVXFC7+3G,None,ChIJeagwcHG-xo0R598P9osOIXM,v1.0.1,Venezuela
Mount Roraima,5.1315566,-60.75854880000001,67QX46JR+JH,None,ChIJw6u1H1Aav40RCcFCNg_fNO4,v1.0.1,Venezuela
Mt. Roraima (Tepuis),5.1315566,-60.75854880000001,67QX46JR+JH,None,ChIJw6u1H1Aav40RCcFCNg_fNO4,v1.0.0,Venezuela
Ban Gioc,22.8543452,106.7242663,"VP3F+WCR, Đàm Thủy, Trùng Khánh District, Cao Bang, Vietnam","Cao Bang, Vietnam",ChIJG8cqpzxkyjYRNw9KrGsADNA,v1.0.0,Vietnam
Ban Gioc–Detian Falls,22.8543452,106.7242663,"VP3F+WCR, Đàm Thủy, Trùng Khánh District, Cao Bang, Vietnam","Cao Bang, Vietnam",ChIJG8cqpzxkyjYRNw9KrGsADNA,v1.0.1,Vietnam
Ha Long Bay,20.9100512,107.1839024,"W56M+2H Vân Đồn District, Quảng Ninh, Vietnam","Quảng Ninh, Vietnam",ChIJh-6MUZZXSjER23hUyLywxlU,v1.0.1,Vietnam
Ha Long Bay,20.9100512,107.1839024,"W56M+2H Vân Đồn District, Quảng Ninh, Vietnam","Quảng Ninh, Vietnam",ChIJh-6MUZZXSjER23hUyLywxlU,v1.0.0,Vietnam
Ha Long Bay,20.9100512,107.1839024,"W56M+2H Vân Đồn District, Quảng Ninh, Vietnam","Quảng Ninh, Vietnam",ChIJh-6MUZZXSjER23hUyLywxlU,v1.0.1,Vietnam
Ha Long Bay,20.9100512,107.1839024,"W56M+2H Vân Đồn District, Quảng Ninh, Vietnam","Quảng Ninh, Vietnam",ChIJh-6MUZZXSjER23hUyLywxlU,v1.0.0,Vietnam
Ha Long Bay Cat Ba Island,20.8,106.999722,"QXXX+XV Cát Hải, Hai Phong, Vietnam","Hai Phong, Vietnam",ChIJoUx6blNDSjERHYq_EXZxPu4,v1.0.1,Vietnam
Ha Long Bay Cruise,20.9536861,107.055974,"X334+99W, Bãi Cháy, Ha Long, Quảng Ninh, Vietnam","Quảng Ninh, Vietnam",ChIJV-lLrr5fSjERTXIdtxSl2vA,v1.0.1,Vietnam
Ha Long Bay Kayaking,20.9100512,107.1839024,"W56M+2H Vân Đồn District, Quảng Ninh, Vietnam","Quảng Ninh, Vietnam",ChIJh-6MUZZXSjER23hUyLywxlU,v1.0.1,Vietnam
Hạ Long Bay Cruise,20.9536861,107.055974,"X334+99W, Bãi Cháy, Ha Long, Quảng Ninh, Vietnam","Quảng Ninh, Vietnam",ChIJV-lLrr5fSjERTXIdtxSl2vA,v1.0.1,Vietnam
Phú Quốc,10.289879,103.98402,"7XQM+XJ2, Cửa Dương, Phu Quoc, Kien Giang, Vietnam","Kien Giang, Vietnam",ChIJF9qetGKMpzER2yzXvft5qgg,v1.0.0,Vietnam
Sapa Rice Terraces,22.4020227,103.8383204,"CR2Q+R84, Ta Phin, Sa Pa, Lao Cai, Vietnam","Lao Cai, Vietnam",ChIJReh4jQlqzTYRKDlJaqT6W-8,v1.0.1,Vietnam
Topas Lodge,22.276207,103.967024,"7XG8+GQ, Thanh Kim, Sa Pa, Lao Cai, Vietnam","Lao Cai, Vietnam",ChIJK5JV2iM5zTYRdcT4hz3h4ok,v1.0.0,Vietnam
Socotra Beaches,12.6914624,53.48458900000001,"MFRM+CV6, Qalansiyah, Yemen",Yemen,ChIJmxmznpn7tj0Rc4jZtXICuiM,v1.0.1,Yemen
Socotra Dragon's Blood Trees,12.4239199,53.9438152,"CWFV+HG Tahr, Yemen","Socotra, Yemen",ChIJbZROUg2ltj0RfXkmol49yDs,v1.0.1,Yemen
Socotra Island,12.4634205,53.8237385,"FR7F+9F Tahr, Yemen","Socotra, Yemen",ChIJ8UvJKjCjtj0Ra0Ks8N99CoU,v1.0.1,Yemen
Victoria Falls Devil's Pool,-17.9243125,25.8535837,"3VG3+7C Livingstone, Zambia","Southern, Zambia",ChIJ8cs41ADlTxkRco0hB0-zERU,v1.0.1,Zambia
Devil's Pool at Victoria Falls,-17.9315803,25.8301677,"3R9J+937, Victoria Falls, Zimbabwe","Matabeleland North, Zimbabwe",ChIJS5aXDT_lTxkRF7NqQVlDBrU,v1.0.1,Zimbabwe
Hwange National Park,-19.1240539,26.5925913,"Hwange National Park, Zimbabwe","Matabeleland North, Zimbabwe",ChIJl8F2irQ6TBkR3wSLZ1DUjiw,v1.0.1,Zimbabwe
Victoria Falls,-17.9315803,25.8301677,"3R9J+937, Victoria Falls, Zimbabwe","Matabeleland North, Zimbabwe",ChIJS5aXDT_lTxkRF7NqQVlDBrU,v1.0.1,Zimbabwe
