Attraction,latitude,longitude,address,hierarchy,id,Version,Place
Bhimashankar Wildlife Sanctuary,19.0728497,73.5565368,"3HF4+4J Nigdale, Maharashtra, India","Maharashtra, India",ChIJRwkOouFb3TsRrDEIVWr9UUA,v1.0.1,India (Maharashtra)
Taj Mahal,27.1751448,78.0421422,"Karim Nagar, Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh 282001, India","Uttar Pradesh, India",ChIJbf8C1yFxdDkR3n12P4DkKt0,v1.0.1,India (Uttar Pradesh)
Valley of Flowers,30.7274861,79.60733909999999,"PJG4+XW Ghangaria, Uttarakhand, India","Uttarakhand, India",ChIJ73HXOxWRpzkRXxJsmw8FQh8,v1.0.1,India (Uttarakhand)
Hanging Gardens (Bali),-8.4127542,115.238639,"H6PQ+M87, Buahan, Payangan, Gianyar Regency, Bali 80572, Indonesia","Bali, Indonesia",ChIJXz2mf0Y90i0RuaYn0Rf84hs,v1.0.0,Indonesia (Bali)
Uluwatu (Bali),-8.829143199999999,115.0849069,"53CM+8WQ, Pecatu, South Kuta, Badung Regency, Bali, Indonesia","Bali, Indonesia",ChIJkYHLIPxP0i0RlQTbpxuNuQw,v1.0.0,Indonesia (Bali)
Komodo Island,-8.5850461,119.4411476,"CC7R+XF Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia","East Nusa Tenggara, Indonesia",ChIJu7uyqFtUtC0REqTrPyybKwY,v1.0.1,Indonesia (East Nusa Tenggara)
Komodo Island Pink Beach,-8.6012033,119.5197902,"9GX9+GW Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia","East Nusa Tenggara, Indonesia",ChIJZxm99nxWtC0R0F8cpay0Lp8,v1.0.1,Indonesia (East Nusa Tenggara)
Nihi Sumba Island (Indonesia),-9.777630799999999,119.3762222,"69CG+VFF, Hoba Wawi, Wanokaka, West Sumba Regency, East Nusa Tenggara, Indonesia","East Nusa Tenggara, Indonesia",ChIJ3_Tt_a-dTCwRCqPx7ZsYgSs,v1.0.0,Indonesia (East Nusa Tenggara)
Kawah Ijen,-8.0583811,114.243299,"W6RV+J8V, Pt. Perk. Lidjen, Tamansari, Kec. Ijen, Kabupaten Bondowoso, Jawa Timur 68454, Indonesia","Jawa Timur, Indonesia",ChIJB-YKEfJJ0S0RvDlenQLvBHw,v1.0.0,Indonesia (Jawa Timur)
Kawah Ijen Crater,-8.0583811,114.243299,"W6RV+J8V, Pt. Perk. Lidjen, Tamansari, Kec. Ijen, Kabupaten Bondowoso, Jawa Timur 68454, Indonesia","Jawa Timur, Indonesia",ChIJB-YKEfJJ0S0RvDlenQLvBHw,v1.0.1,Indonesia (Jawa Timur)
Mount Bromo,-7.9424936,112.9530122,"Jl. Bromo Tosari No.100, Area Gn. Bromo, Podokoyo, Kec. Tosari, Kabupaten Probolinggo, Jawa Timur 67177, Indonesia","Jawa Timur, Indonesia",ChIJQUp5q6o31i0R3aXS7DYNpK0,v1.0.1,Indonesia (Jawa Timur)
Mount Bromo Sunrise,-8.0218747,112.9524384,"XXH2+7X4 Bromo Tengger Semeru National Park, Ranupani, Jawa Timur, Indonesia","Jawa Timur, Indonesia",ChIJRclpXzY_1i0RyZJZgSLArjY,v1.0.1,Indonesia (Jawa Timur)
Manado,1.4748305,124.8420794,"Jl. P.Sulawesi No.50, Bahu, Kec. Malalayang, Kota Manado, Sulawesi Utara, Indonesia","Sulawesi Utara, Indonesia",ChIJ0w-z__mehzIRgHL3yvsLAwM,v1.0.0,Indonesia (Sulawesi Utara)
Manado,1.4748305,124.8420794,"Jl. P.Sulawesi No.50, Bahu, Kec. Malalayang, Kota Manado, Sulawesi Utara, Indonesia","Sulawesi Utara, Indonesia",ChIJ0w-z__mehzIRgHL3yvsLAwM,v1.0.0,Indonesia (Sulawesi Utara)
Mount Rinjani,-8.4112952,116.4573488,"HFQ4+FW Sembalun Lawang, East Lombok Regency, West Nusa Tenggara, Indonesia","West Nusa Tenggara, Indonesia",ChIJz8wWAoAtzC0RHgrTEb_NAzw,v1.0.1,Indonesia (West Nusa Tenggara)
Misool Eco Resort (Indonesia),-2.244373,130.5557219,"QH44+77 Yellu, Raja Ampat Regency, West Papua, Indonesia","West Papua, Indonesia",ChIJaeiH1qb8Qi0RV_i5xC7DwM4,v1.0.0,Indonesia (West Papua)
Raja Ampat,-1.0320468,130.5052176,"XG94+53 Wailebet, Raja Ampat Regency, West Papua, Indonesia","West Papua, Indonesia",ChIJl3C0zKo-XC0RRN9MTIS9UXg,v1.0.0,Indonesia (West Papua)
Mount Damavand,35.9548356,52.1099798,"X435+WX Gardaneh Sar, Mazandaran Province, Iran","Mazandaran, Iran",ChIJJWBogNfXjz8R9xl_CqMofBA,v1.0.1,Iran
Cliffs of Moher,52.9715368,-9.4308824,"XHC9+JJ Pollboy, County Clare, Ireland","Clare, Ireland",ChIJ84G4C68BW0gR5sC4SJBGOig,v1.0.1,Ireland
Ha'Penny Bridge,53.3463347,-6.263102900000001,"Ha'penny Bridge, Bachelors Walk, North City, Dublin, Ireland","Dublin, Ireland",ChIJFXuSYYMOZ0gRb7gtcRw21Uc,v1.0.1,Ireland
Amalfi Coast,40.6333389,14.6028963,"Lungomare dei Cavalieri di S. Giovanni di Gerusalemme, 46, 84011 Amalfi SA, Italy","Campania, Italy",ChIJoXFMw62VOxMR3ExPyRTP6Ew,v1.0.1,Italy
Amalfi Coast Boat Tour,40.6330765,14.602828,"Lungomare dei Cavalieri di S. Giovanni di Gerusalemme, 46, 84011 Amalfi SA, Italy","Campania, Italy",ChIJP-076EaVOxMRPslqQEHP8L8,v1.0.1,Italy
Amalfi Coast Path of the Gods,40.6298656,14.5399537,"Path of the Gods, Piazza Paolo Capasso, 7, 80051 Agerola NA, Italy","Campania, Italy",ChIJ4coKSfOWOxMRR84g-JLxTp0,v1.0.1,Italy
Blue Grotto,40.5609849,14.2055931,"Via Grotta Azzurra, 25, 80071 Anacapri NA, Italy","Campania, Italy",ChIJffBOEFh3OxMRs1dhoL-srSs,v1.0.1,Italy
Cinque Terre,44.1460939,9.6438793,"Via IV Novembre, 84, 19016 Monterosso al Mare SP, Italy","Liguria, Italy",ChIJe7qrmhvu1BIRrPRwGvHOlf8,v1.0.1,Italy
Dolomitas,46.4102117,11.8440351,"CR6V+3J Rocca Pietore, Province of Belluno, Italy","Veneto, Italy",ChIJMRTS-V9DeEcRu9n4gwcnT2c,v1.0.0,Italy
Giordano Fiori: Campo Di' Fiori (Rome),41.89561,12.4721821,"Via del Pellegrino, 186, 00186 Roma RM, Italy","Lazio, Italy",ChIJIaaS9EVgLxMRQzlDOrW-LGc,v1.0.0,Italy
Grotta Palazzesse,40.9959083,17.2211111,"Via Narciso, 59, 70044 Polignano a Mare BA, Italy","Puglia, Italy",ChIJA5-2ZpPLRxMRGVjK7Uhed5A,v1.0.0,Italy
Lake Como,46.0160486,9.257167599999999,"2784+CV Menaggio, Province of Como, Italy","Lombardy, Italy",ChIJ92ILgjI9hEcR4OGY6OrEQD4,v1.0.1,Italy
Mount Etna,37.751005,14.9934349,"QX2R+CW, 95034 Bronte, Metropolitan city of Catania, Italy","Sicily, Italy",ChIJ66CnFDeqFhMRcCrFpSoECx0,v1.0.1,Italy
Path of the Gods,40.6216598,14.5208185,"Sentiero degli Dei, 80051 Praiano NA, Italy","Campania, Italy",ChIJ8c-WD-aWOxMRrIyRwQriJdA,v1.0.1,Italy
Sant' Agata (Campagna),41.2270692,13.9372395,"Via Sant'Agata, 25, 81037 Sessa Aurunca CE, Italy","Campania, Italy",ChIJ35CXD-DnOhMRnneNm4Hek7M,v1.0.0,Italy
The Dolomites,46.4102117,11.8440351,"CR6V+3J Rocca Pietore, Province of Belluno, Italy","Veneto, Italy",ChIJMRTS-V9DeEcRu9n4gwcnT2c,v1.0.1,Italy
Rockhouse (Negril),18.2649967,-78.3676921,"7J7J+XP5, W End Rd, Negril, Jamaica","Westmoreland Parish, Jamaica",ChIJ0a4LmvYN2Y4RTDa6Ufgwz7A,v1.0.0,Jamaica
Aogashima,32.456994,139.765208,"2202, Aogashima, Tokyo 100-1701, Japan","Tokyo, Japan",ChIJD6aMNvq5amARPHAgnIendb0,v1.0.0,Japan
Arashiyama Bamboo Grove,35.0168187,135.6713013,"Nonomiya Children's Park, 20 Saganonomiyachō, Ukyo Ward, Kyoto, 616-8393, Japan","Kyoto, Japan",ChIJrYtcv-urAWAR3XzWvXv8n_s,v1.0.1,Japan
Asakusa (Old Tokyo),35.7185858,139.7958849,"4-chōme-15-14 Asakusa, Taito City, Tokyo 111-0032, Japan","Tokyo, Japan",ChIJM1N_BMKOGGARZ0DHgTj9hHw,v1.0.0,Japan
Asakusa (Old Tokyo),35.7185858,139.7958849,"4-chōme-15-14 Asakusa, Taito City, Tokyo 111-0032, Japan","Tokyo, Japan",ChIJM1N_BMKOGGARZ0DHgTj9hHw,v1.0.0,Japan
Chuzenji Lake (Nikko),36.7329036,139.4821986,"PFMJ+5V Nikko, Tochigi, Japan","Tochigi, Japan",ChIJVe3KYi2sH2ARcHgBO2EHmhg,v1.0.0,Japan
Ghibli Museum (Tokyo),35.696238,139.5704317,"1-chōme-1-83 Shimorenjaku, Mitaka, Tokyo 181-0013, Japan","Tokyo, Japan",ChIJLYwD5TTuGGARBZKEP5BV4U0,v1.0.0,Japan
Ginkakuji Temple (Kyoto),35.0270213,135.7982058,"2 Ginkakujichō, Sakyo Ward, Kyoto, 606-8402, Japan","Kyoto, Japan",ChIJ4W9CCwUJAWARyauI6BzKiiU,v1.0.0,Japan
Ginza (Tokyo),35.6712228,139.7664859,"1 Chome-7-7 Ginza, Chuo City, Tokyo 104-0061, Japan","Tokyo, Japan",ChIJu2-DAeeLGGARUZipC7OFRmA,v1.0.0,Japan
Gundam Statue (Tokyo),35.624451,139.7754917,"Japan, 〒135-0064 Tokyo, Koto City, Aomi, 1-chōme−1−１０ ダイバーシティ東京プラザ内 2Fフェスティバル広場","Tokyo, Japan",ChIJF6xTyvmJGGARU8t5NIqkNeI,v1.0.0,Japan
Harajuku (Tokyo),35.6699682,139.709008,"4 Chome-15-12 Jingūmae, Shibuya City, Tokyo 150-0001, Japan","Tokyo, Japan",ChIJ5V1T5KKMGGARlTLiBrjIGUg,v1.0.0,Japan
Imperial Palace (Tokyo),35.685175,139.7527995,"1-1 Chiyoda, Chiyoda City, Tokyo 100-0001, Japan","Tokyo, Japan",ChIJTQbYAg2MGGARt22eNwtfGtE,v1.0.0,Japan
Kamikochi Valley,36.2487537,137.6380649,"Kamikōchi-4468 Azumi, Matsumoto, Nagano 390-1516, Japan","Nagano, Japan",ChIJC8XxEJAOHWARBzhcrx9Cbpo,v1.0.1,Japan
Katsura Imperial Villa (Kyoto),34.983991,135.709572,"1-1 Katsuramisono, Nishikyo Ward, Kyoto, 615-8014, Japan","Kyoto, Japan",ChIJ83xvU_cGAWAReHBFa6lh5Uk,v1.0.0,Japan
Mount Fuji,35.3606255,138.7273634,"Japan, 〒401-0320 Yamanashi, Minamitsuru District, Narusawa, 富士山８５４５−１","Yamanashi, Japan",ChIJmcj9QppiGWAR36TzFsn8oaY,v1.0.1,Japan
Mount Fuji,35.3606255,138.7273634,"Japan, 〒401-0320 Yamanashi, Minamitsuru District, Narusawa, 富士山８５４５−１","Yamanashi, Japan",ChIJmcj9QppiGWAR36TzFsn8oaY,v1.0.1,Japan
Mount Fuji,35.3606255,138.7273634,"Japan, 〒401-0320 Yamanashi, Minamitsuru District, Narusawa, 富士山８５４５−１","Yamanashi, Japan",ChIJmcj9QppiGWAR36TzFsn8oaY,v1.0.1,Japan
Mount Fuji,35.3606255,138.7273634,"Japan, 〒401-0320 Yamanashi, Minamitsuru District, Narusawa, 富士山８５４５−１","Yamanashi, Japan",ChIJmcj9QppiGWAR36TzFsn8oaY,v1.0.1,Japan
Mt. Fiji,35.3606255,138.7273634,"Japan, 〒401-0320 Yamanashi, Minamitsuru District, Narusawa, 富士山８５４５−１","Yamanashi, Japan",ChIJmcj9QppiGWAR36TzFsn8oaY,v1.0.0,Japan
Ryogoku (Tokyo),35.6937752,139.7926887,"Japan, 〒130-0026 Tokyo, Sumida City, Ryōgoku, 2-chōme−10−１４ 両国シティコア1F","Tokyo, Japan",ChIJc7JzeEqJGGARUtbtKVoWzhw,v1.0.0,Japan
Sakurajima Volcano,31.583333,130.65,"Japan, 〒891-1420 Kagoshima, Sakurajimaakamizuchō, 桜島 Sakurajima","Kagoshima, Japan",ChIJl-1qAHL1PjURlI5hzxStZZc,v1.0.0,Japan
"Sengakuji Temple, Ronin (Tokyo)",35.6377397,139.7364006,"2-chōme-11-1 Takanawa, Minato City, Tokyo 108-0074, Japan","Tokyo, Japan",ChIJh64KT6uLGGARKx4cxgOaL54,v1.0.0,Japan
"Sensoji Temple, Asakusa (Tokyo)",35.7147651,139.7966553,"2-chōme-3-1 Asakusa, Taito City, Tokyo 111-0032, Japan","Tokyo, Japan",ChIJ8T1GpMGOGGARDYGSgpooDWw,v1.0.0,Japan
Shibuya (Tokyo),35.6619707,139.703795,"1-chōme-18-24 Shibuya, Shibuya City, Tokyo 150-0004, Japan","Tokyo, Japan",ChIJ0Qgx67KMGGARd2ZbObLZHPE,v1.0.0,Japan
Shinjuku (Tokyo),35.6938253,139.7033559,"3 Chome-6-9 Kabukichō, Shinjuku City, Tokyo 160-0022, Japan","Tokyo, Japan",ChIJS_23WSCNGGAR0u8y4o_GYew,v1.0.0,Japan
Takaosan (Tokyo),35.6254126,139.2437385,"2209 Takao-cho, 高尾町 八王子市 東京都 193-0844, Japan","東京都, Japan",ChIJb4ejXn8ZGWAR3y_2HoQLB8c,v1.0.0,Japan
Tokyo National Museum,35.7188351,139.7765215,"Japan, 〒110-0007 Tokyo, Taito City, Uenokōen, 13−９ 東京国立博物館内","Tokyo, Japan",ChIJEX3XFIOOGGAR3XdJvRjWLyM,v1.0.0,Japan
Toshogu Shrine (Nikko),36.7580878,139.5987466,"2301 Sannai, Nikko, Tochigi 321-1431, Japan","Tochigi, Japan",ChIJNSAhU8WmH2ARlA7wenFbUKs,v1.0.0,Japan
Tsukiji Fish Market (Tokyo),35.6649185,139.7702195,"4-chōme-13-11 Tsukiji, Chuo City, Tokyo 104-0045, Japan","Tokyo, Japan",ChIJW2cLzSGLGGARXAKXv6EkbqI,v1.0.0,Japan
Tsukiji Ichiba (Tokyo),35.6659113,139.7700505,"4-chōme-9-5 Tsukiji, Chuo City, Tokyo 104-0045, Japan","Tokyo, Japan",ChIJY7E23t6LGGARcW9PaNpUTRs,v1.0.0,Japan
Winter Lights Festival,35.2357896,138.9250904,"719 Kōyama, Gotemba, Shizuoka 412-0033, Japan","Shizuoka, Japan",ChIJQTYEjaydGWARTTkwbEQxHFI,v1.0.0,Japan
Petra,30.3284544,35.4443622,"8CHV+9P Uum Sayhoun, Jordan","Ma'an, Jordan",ChIJcWA7cPFuARURkSKaZwj5mxk,v1.0.1,Jordan
Petra,30.3284544,35.4443622,"8CHV+9P Uum Sayhoun, Jordan","Ma'an, Jordan",ChIJcWA7cPFuARURkSKaZwj5mxk,v1.0.0,Jordan
Petra,30.3216354,35.4801251,"8FCJ+M32, Wadi Musa, Jordan","Ma'an, Jordan",ChIJsbYaAjBpARURueCjw3tpOuQ,v1.0.1,Jordan
Petra,30.3216354,35.4801251,"8FCJ+M32, Wadi Musa, Jordan","Ma'an, Jordan",ChIJsbYaAjBpARURueCjw3tpOuQ,v1.0.0,Jordan
Petra by Night,30.3228658,35.4863823,"8FFP+3FP, Wadi Musa, Jordan","Ma'an, Jordan",ChIJ2YNqDgVGARURd00YNXpx0DU,v1.0.1,Jordan
The Dead Sea,32.4767389,35.5697717,"FHG9+MW Al-Dżasura, Jordan","Irbid, Jordan",ChIJjU_LerHyHBUR96ou3Zg8zNI,v1.0.1,Jordan
Wadi Mujib,31.4438917,35.8165349,"CRV9+W3F Mujib Dam, Dhiban, Jordan","Madaba, Jordan",ChIJ4Q_MmXBfAxURtSr_RCwyOpM,v1.0.0,Jordan
Wadi Mujib Biosphere Reserve,31.4555868,35.5943687,"FH4V+6P Al Judayyidah, Jordan","Madaba, Jordan",ChIJz9jVo5o4AxUR31EWu_DdFcs,v1.0.1,Jordan
Wadi Mujib Siq Trail,31.4438917,35.8165349,"CRV9+W3F Mujib Dam, Dhiban, Jordan","Madaba, Jordan",ChIJ4Q_MmXBfAxURtSr_RCwyOpM,v1.0.1,Jordan
Wadi Rum Desert,29.555872,35.4076008,"HC45+82 Wadi Rum Village, Jordan","Aqaba, Jordan",ChIJsze106WTABURB12LlZJViOk,v1.0.1,Jordan
Wadi Rum Hot Air Balloon,29.6555683,35.4845317,"Wadi Rum - Disi Street Aqaba, Jordan","محافظة العقبة, Jordan",ChIJR6-yMsnpABURDccPruXzehg,v1.0.1,Jordan
Wadi Rum Stargazing,29.6563953,35.4840974,"Wadi Rum - Disi Street Aqaba, Jordan","محافظة العقبة, Jordan",ChIJUfNoDVqTABURtCvjQS-DlqQ,v1.0.1,Jordan
Amboseli National Park,-2.6526705,37.2606207,"Risa area, Amboseli National Park, Kenya","Kajiado, Kenya",ChIJVVVVVXSeMBgRSfmtadLuBYQ,v1.0.1,Kenya
Cottar’s 1920 Camp,-1.6817522,35.2591967,"8795+7M Keekorok, Kenya","Narok, Kenya",ChIJx9jwJlOiLRgRX5FizABEcyg,v1.0.0,Kenya
Giraffe Manor,-1.375487,36.744676,"Gogo Falls Road, Nairobi, Kenya","Nairobi, Kenya",ChIJSYtZeakFLxgRGp1hfnrKae8,v1.0.1,Kenya
Lake Nakuru Flamingos,-0.4035304,36.0961663,"H3WW+HF Nakuru, Kenya","Nakuru, Kenya",ChIJoYcrTNSaKRgRMY7Ea-ua0oo,v1.0.1,Kenya
Mara Plains Camp (Olare Motoragi Conservancy),-1.3435997,35.1637327,"M547+HF Talek, Kenya","Narok, Kenya",ChIJmTUgCwT3LBgRV-l93UgimAk,v1.0.0,Kenya
Samburu National Reserve,0.6110770999999999,37.5375057,"JG6Q+C2 Samburu, Kenya","Samburu, Kenya",ChIJaXNvPJONiBcR3jsTrjTc4qI,v1.0.1,Kenya
Jeita Grotto,33.9436631,35.64085800000001,"WJVR+F8 Mazraat El Ras, Lebanon","Mount Lebanon, Lebanon",ChIJj6eAWCEXHxUReJuUYhKo8D0,v1.0.1,Lebanon
Avenue of the Baobabs,-20.2504811,44.419695,"Avenue of the Baobabs, RN8, Madagascar","Menabe, Madagascar",ChIJo9ZioxgpXx8RK4cf_TrQets,v1.0.1,Madagascar
Baobab Alley Sunset,-20.2504811,44.419695,"Avenue of the Baobabs, RN8, Madagascar","Menabe, Madagascar",ChIJo9ZioxgpXx8RK4cf_TrQets,v1.0.1,Madagascar
Baobab Avenue,-20.2504811,44.419695,"Avenue of the Baobabs, RN8, Madagascar","Menabe, Madagascar",ChIJo9ZioxgpXx8RK4cf_TrQets,v1.0.1,Madagascar
Baobab Avenue,-20.2504811,44.419695,"Avenue of the Baobabs, RN8, Madagascar","Menabe, Madagascar",ChIJo9ZioxgpXx8RK4cf_TrQets,v1.0.1,Madagascar
Baobab Avenue,-20.2504811,44.419695,"Avenue of the Baobabs, RN8, Madagascar","Menabe, Madagascar",ChIJo9ZioxgpXx8RK4cf_TrQets,v1.0.1,Madagascar
Baobab Avenue,-20.2504811,44.419695,"Avenue of the Baobabs, RN8, Madagascar","Menabe, Madagascar",ChIJo9ZioxgpXx8RK4cf_TrQets,v1.0.1,Madagascar
Tsara Komba Lodge (Nosy Komba Island),-13.4964789,48.35666,"G934+CM3, Anjiabe, Madagascar","Diana, Madagascar",ChIJ3ZMY2qHDEyIRXetbA3bSdo4,v1.0.0,Madagascar
Tsingy Rouge,-12.635687,49.49361099999999,"9F7V+PC Anteninaomby, Madagascar","Diana, Madagascar",ChIJc5-CR5vRaiIR4YGwxTsiTA0,v1.0.1,Madagascar
Tsingy de Bemaraha,-18.9199656,44.7943804,"3QJV+2Q Begara, Madagascar","Melaky, Madagascar",ChIJ3bJNGF3xVx8RK0aCWeScO-I,v1.0.1,Madagascar
Tsingy de Bemaraha,-18.9199656,44.7943804,"3QJV+2Q Begara, Madagascar","Melaky, Madagascar",ChIJ3bJNGF3xVx8RK0aCWeScO-I,v1.0.1,Madagascar
Tsingy de Bemaraha,-18.9199656,44.7943804,"3QJV+2Q Begara, Madagascar","Melaky, Madagascar",ChIJ3bJNGF3xVx8RK0aCWeScO-I,v1.0.1,Madagascar
Tsingy de Bemaraha,-18.9199656,44.7943804,"3QJV+2Q Begara, Madagascar","Melaky, Madagascar",ChIJ3bJNGF3xVx8RK0aCWeScO-I,v1.0.1,Madagascar
Lake Malawi,-11.6701147,34.6856509,5GWP8MHP+X7,None,ChIJHbqilUMXHhkRqD8kUYCOv2M,v1.0.1,Malawi
Borneo Rainforest Canopy Walkway,4.1770286,113.994182,"5XGV+RM Kampung Berjaya, Miri, Sarawak, Malaysia","Sarawak, Malaysia",ChIJE_IMjDpIHzIR4Fge8dQc4Rs,v1.0.1,Malaysia
Datai Langkawi,6.422343799999999,99.6704453,"The Datai Langkawi, Jalan Datai, 07000 Langkawi, Kedah, Malaysia","Kedah, Malaysia",ChIJWXZGfiJxTDAR84FmKVf47oI,v1.0.0,Malaysia
Macrocilix maia,1.6360016,103.6562626,"77, Jalan Cyber 5, Kawasan Perindustrian Senai Fasa 3, 81400 Senai, Johor, Malaysia","Johor, Malaysia",ChIJgaelaQ162jERKphDM4MlLwU,v1.0.0,Malaysia
Mount Kinabalu,6.0753131,116.5588237,"3HG5+4G Kinabalu Park, Ranau, Sabah, Malaysia","Sabah, Malaysia",ChIJyySSXlaiOzIRXsCpwP7DgSI,v1.0.1,Malaysia
Four Seasons Landaa Giraavaru (Maldives),5.2861715,73.1122821,"74P6+GWR, 20097, Maldives","Baa Atoll, Maldives",ChIJvxBVF7O0SjsR-bE6kKLcAQE,v1.0.0,Maldives
Kurumba (Maldives),4.2260708,73.5209426,"6GGC+FCC, Himmafushi, Maldives","Kaafu Atoll, Maldives",ChIJ60xluNGBPzsRl_BVK47JafE,v1.0.0,Maldives
Natural Walkway,-0.5893551,73.07824540000001,"C36H+775 Addu Nature Park, Addu City, Maldives","Addu City, Maldives",ChIJ7-z5-uGhtSQRhYjmuAQ2mT0,v1.0.0,Maldives
Sea of Stars (Vaadhoo Island),5.8614915,72.98841809999999,"VX6Q+HC, Vaadhoo, Maldives","Raa Atoll, Maldives",ChIJ1_xgbHRsazsRF17Jp7JNKfY,v1.0.0,Maldives
Maldives Coral Reefs,4.4820532,73.39402,6JPMF9JV+RJ,None,ChIJJ3vkDmh0QDsR5EG_Bm0BGXY,v1.0.1,Maldives
Eye of Africa,21.1202141,-11.4006842,7CHC4HCX+3P,None,ChIJdWhLMk4fgQ4RbcQMMGfEf8c,v1.0.0,Mauritania (Africa)
Underwater Waterfall,-20.4418581,57.3177967,"H859+74 Le Morne, Mauritius","Rivière Noire, Mauritius",ChIJ7cn_PSptfCER4XfK3JWcJGM,v1.0.0,Mauritius
Cabo San Lucas (Baja California),22.8948129,-109.9152149,"Av. de la Juventud 17, Downtown, Juárez, 23469 Cabo San Lucas, B.C.S., Mexico","Baja California Sur, Mexico",ChIJoQjlifNKr4YRaLiiwWLfpEs,v1.0.0,Mexico (Baja California)
One&Only Palmilla (Cabo San Lucas),23.0068212,-109.7142818,"Km 7.5 Carretera Transpeninsular San Jose Del Cabo Palmilla, Tourist Corridor, 23405 San José del Cabo, B.C.S., Mexico","Baja California Sur, Mexico",ChIJ8cn0LlRQr4YRdMAjeGTMdIw,v1.0.0,Mexico (Baja California)
Parque Nacional Cabo Pulmo,23.4363627,-109.4296296,"CHPC+G4 Cabo Pulmo, BCS, Mexico","Baja California Sur, Mexico",ChIJTVF24YePpYYRDA0vQwyX2qE,v1.0.0,Mexico (Baja California)
Playa Balandra (Baja California),24.3216378,-110.3238169,"A Playa Balandras 1234, Cihuatán, 23054 La Paz, B.C.S., Mexico","Baja California Sur, Mexico",ChIJTyptvWDTr4YRfS5jZTRzhuI,v1.0.0,Mexico (Baja California)
Las Ventanas al Paraiso (Baja California),32.2373445,-116.9296792,"63PC+W4 Las Ventanas, B.C., Mexico","Baja California, Mexico",ChIJuYy_CvEm2YARNnLT6IBWRqY,v1.0.0,Mexico (Baja California)
Valle de Los Cirios (Baja California),30.03043929999999,-115.1700486,"2RJH+5X Los Torotes, B.C., Mexico","Baja California, Mexico",ChIJNafzu5YRL4ERMwqkvZHmQ8E,v1.0.0,Mexico (Baja California)
Barra del Cobre (Chihuahua),27.5339675,-107.8253354,"G5MF+HV La Piedra Volada, Chihuahua, Mexico","Chihuahua, Mexico",ChIJs6TlzbqnwIYR-KH6utyRWJA,v1.0.0,Mexico (Chihuahua)
Naica Mine (Chihuahua),27.8559178,-105.4932019,"NAICA, Victoria 207, 33640 Naica, Chih., Mexico","Chihuahua, Mexico",ChIJQ6SGjY4e64YRL5JA_S1RK7M,v1.0.0,Mexico (Chihuahua)
Four Seasons (México City),19.4231579,-99.1743135,"Av. P.º de la Reforma 500, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico","Ciudad de México, Mexico",ChIJAWi27E7_0YURT_5T_lCrv2A,v1.0.0,Mexico (Distrito Federal)
Museo de Antropología,19.4260032,-99.1862786,"Av. P.º de la Reforma s/n, Polanco, Bosque de Chapultepec I Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico","Ciudad de México, Mexico",ChIJScjIILQB0oURJMVub-MaI4Q,v1.0.0,Mexico (Distrito Federal)
Panadería Rosetta,19.4199037,-99.16055109999999,"Colima 179, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico","Ciudad de México, Mexico",ChIJ-_GNczr_0YURLJgHYS8ZPMg,v1.0.0,Mexico (Distrito Federal)
Teotihuacan Pyramids,19.6860799,-98.87163609999999,"Guadalupe Victoria 19, Teotihuacan Centro, 55800 Teotihuacán de Arista, Méx., Mexico","Estado de México, Mexico",ChIJyd0BTvnq0YUR2mRxFCPVfsc,v1.0.1,Mexico (México)
Teotihuacan Pyramids,19.6860799,-98.87163609999999,"Guadalupe Victoria 19, Teotihuacan Centro, 55800 Teotihuacán de Arista, Méx., Mexico","Estado de México, Mexico",ChIJyd0BTvnq0YUR2mRxFCPVfsc,v1.0.1,Mexico (México)
Teotihuacan Pyramids,19.6922729,-98.8435035,"Pirámide del Sol, 55800 Teotihuacán de Arista, Méx., Mexico","Estado de México, Mexico",ChIJ-Q-zXoTq0YUROAxtvosnhK0,v1.0.1,Mexico (México)
Teotihuacan Pyramids,19.6922729,-98.8435035,"Pirámide del Sol, 55800 Teotihuacán de Arista, Méx., Mexico","Estado de México, Mexico",ChIJ-Q-zXoTq0YUROAxtvosnhK0,v1.0.1,Mexico (México)
La Casa Que Canta (Zihuatenejo),17.635327,-101.5498233,"Playa La Ropa S/N, Playa la Ropa, 40880 Zihuatanejo, Gro., Mexico","Guerrero, Mexico",ChIJz4pb0T93NIQRp9jmjNYIXTo,v1.0.0,Mexico (Guerrero)
Cuixmala (Jalisco),20.7520298,-105.1609285,"QR2Q+VH, 48284 Ecoterra Paraíso, Jal., Mexico","Jalisco, Mexico",ChIJt9hEZzxJIYQReXZ5Nt6lzNA,v1.0.0,Mexico (Jalisco)
Las Alamandas (Jalisco),19.6222745,-105.1827886,"JRC8+WV Quémaro, Jal., Mexico","Jalisco, Mexico",ChIJHyfgbzK9JIQR5G0fLYE6Tn0,v1.0.0,Mexico (Jalisco)
Lago Camecuaro (Michuacan),19.9026596,-102.2108099,"Lago de Camécuaro, 59750 Mich., Mexico","Michoacán, Mexico",ChIJE7gTFX99LoQRhjSmIO1XsTM,v1.0.0,Mexico (Michoacán)
